,IDENTIFIER,LATEST ADMISSION DATE,RACE,GENDER,OFFENSE,Year
315,ZZSRSZHH,01/09/2018,ASIAN,M,OTHERS,2018
316,ZZHZSZLL,01/09/2018,HISPANIC,M,OTHERS,2018
317,ZZSZJRHL,01/09/2018,BLACK,F,OTHERS,2018
318,ZZRCCJSR,01/09/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
319,ZZSRSZRR,01/09/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
320,ZZSRSZRE,01/09/2018,WHITE,M,OTHERS,2018
321,ZZHCEBZE,01/09/2018,WHITE,M,OTHERS,2018
322,ZZSRSZHS,01/09/2018,WHITE,F,OTHERS,2018
323,ZZRJSRSH,01/09/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018
324,ZZHSEHLJ,01/09/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
325,ZZHLEWBS,01/09/2018,WHITE,M,OTHERS,2018
326,ZZHLCJRH,01/09/2018,WHITE,M,OTHERS,2018
327,ZZHCSJRH,01/09/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
328,ZZHZBHCL,01/09/2018,BLACK,F,OTHERS,2018
329,ZZHRJSZE,01/09/2018,BLACK,M,OTHERS,2018
330,ZZRLRHLH,01/09/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
331,ZZSECWHL,01/09/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
332,ZZSRZLRE,01/09/2018,WHITE,M,OTHERS,2018
333,ZZHJLRCW,01/09/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
334,ZZSRSZRL,01/09/2018,HISPANIC,M,OTHERS,2018
335,ZZHWJBJB,01/09/2018,HISPANIC,M,OTHERS,2018
336,ZZHREEBB,01/10/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
337,ZZHLSWJR,01/10/2018,WHITE,M,OTHERS,2018
338,ZZSRSZWS,01/10/2018,BLACK,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
339,ZZHWSWSJ,01/10/2018,HISPANIC,M,OTHERS,2018
340,ZZZCLCRC,01/10/2018,WHITE,M,"BURGLARY, THIRD DEGREE                DF",2018
341,ZZSRSZWR,01/10/2018,BLACK,F,"ASSAULT, THIRD DEGREE                 AM",2018
342,ZZSRSZSS,01/10/2018,WHITE,M,OTHERS,2018
343,ZZHELECS,01/10/2018,BLACK,M,OTHERS,2018
344,ZZRLRHEB,01/10/2018,BLACK,M,OTHERS,2018
345,ZZRRJELJ,01/10/2018,WHITE,M,"ROBBERY, FIRST DEGREE                 BF",2018
346,ZZHCEBCJ,01/10/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
347,ZZHJCJLH,01/10/2018,WHITE,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
348,ZZHELWLE,01/10/2018,HISPANIC,M,OTHERS,2018
349,ZZSRSZHC,01/10/2018,HISPANIC,M,OTHERS,2018
350,ZZSRSZSH,01/10/2018,WHITE,M,OTHERS,2018
351,ZZSRSZSL,01/10/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
352,ZZHZLEWW,01/10/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
353,ZZHHWLCC,01/10/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
354,ZZSRSZWH,01/10/2018,HISPANIC,F,"ASSAULT, THIRD DEGREE                 AM",2018
355,ZZESBSSS,01/10/2018,BLACK,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
356,ZZHJRZSR,01/10/2018,BLACK,M,OTHERS,2018
357,ZZSRSZSB,01/10/2018,BLACK,M,OTHERS,2018
358,ZZHLJHRC,01/10/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
359,ZZHSWZSJ,01/10/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
360,ZZRCSWCH,01/10/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
361,ZZRJLZSZ,01/10/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
362,ZZSRSZSR,01/10/2018,WHITE,M,OTHERS,2018
363,ZZSZWBZJ,01/10/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
364,ZZHBLSCR,01/10/2018,BLACK,F,OTHERS,2018
365,ZZHWBLHH,01/10/2018,WHITE,M,OTHERS,2018
366,ZZSRSZWZ,01/10/2018,BLACK,F,OTHERS,2018
367,ZZRBLCZJ,01/10/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
368,ZZEBCWLC,01/10/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
369,ZZRSRECS,01/10/2018,BLACK,M,OTHERS,2018
370,ZZSRSZWW,01/10/2018,WHITE,M,OTHERS,2018
371,ZZRLHWEZ,01/10/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
372,ZZHLWEHH,01/10/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
373,ZZHHCLLH,01/10/2018,BLACK,M,OTHERS,2018
374,ZZHBHEBC,01/10/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
375,ZZSRSZHJ,01/10/2018,WHITE,M,OTHERS,2018
376,ZZHWWBEH,01/10/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
377,ZZERZJHR,01/10/2018,HISPANIC,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
378,ZZHBWWZJ,01/10/2018,WHITE,F,OTHERS,2018
379,ZZSRZBLW,01/10/2018,WHITE,M,OTHERS,2018
380,ZZHBECWZ,01/10/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
381,ZZZJHHEW,01/10/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
382,ZZSRRWWJ,01/10/2018,HISPANIC,M,OTHERS,2018
383,ZZHEWJCB,01/10/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
384,ZZHSZBBH,01/10/2018,WHITE,M,OTHERS,2018
385,ZZHHJJCB,01/10/2018,HISPANIC,M,OTHERS,2018
386,ZZSRSZHB,01/10/2018,BLACK,M,OTHERS,2018
387,ZZHRSZHB,01/10/2018,HISPANIC,M,OTHERS,2018
388,ZZRWZSHL,01/08/2018,BLACK,F,"BURGLARY, THIRD DEGREE                DF",2018
389,ZZSERJEE,01/10/2018,WHITE,F,OTHERS,2018
390,ZZSRSZLE,01/11/2018,WHITE,F,OTHERS,2018
391,ZZHLRRHB,01/11/2018,BLACK,M,OTHERS,2018
392,ZZSRSZLS,01/11/2018,BLACK,M,OTHERS,2018
393,ZZSRSZLJ,01/11/2018,BLACK,M,OTHERS,2018
394,ZZRSJCBE,01/11/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
395,ZZSZRLSR,01/11/2018,WHITE,M,OTHERS,2018
396,ZZRLBWWZ,01/11/2018,HISPANIC,M,OTHERS,2018
397,ZZEZCCZJ,01/11/2018,WHITE,M,OTHERS,2018
398,ZZRRJRZL,01/11/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
399,ZZSRSZLZ,01/11/2018,BLACK,M,OTHERS,2018
400,ZZSEWCRW,01/11/2018,BLACK,M,OTHERS,2018
401,ZZSRSZCH,01/11/2018,WHITE,M,OTHERS,2018
402,ZZHSCSSL,01/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
403,ZZRWSBSL,01/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
404,ZZEWEWJE,01/11/2018,BLACK,M,OTHERS,2018
405,ZZRRZBRL,01/11/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018
406,ZZHBZECR,01/11/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
407,ZZSRSZCR,01/11/2018,WHITE,F,OTHERS,2018
408,ZZHCJCCE,01/11/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
409,ZZSEBHLH,01/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
410,ZZRSCBCW,01/11/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
411,ZZHRSRLZ,01/11/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
412,ZZSEELWH,01/11/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
413,ZZSEBRJE,01/11/2018,HISPANIC,M,OTHERS,2018
414,ZZRLBBWC,01/11/2018,BLACK,M,OTHERS,2018
415,ZZSRSZCZ,01/11/2018,WHITE,F,OTHERS,2018
416,ZZRSJSJZ,01/11/2018,HISPANIC,M,"ROBBERY, FIRST DEGREE                 BF",2018
417,ZZSRSZLR,01/11/2018,WHITE,M,OTHERS,2018
418,ZZSRSZLL,01/11/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
419,ZZSELBWL,01/11/2018,HISPANIC,M,OTHERS,2018
420,ZZERWLJW,01/11/2018,BLACK,M,OTHERS,2018
421,ZZRWCSZR,01/11/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
422,ZZSRSZLH,01/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
423,ZZSRSZLB,01/11/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
424,ZZHCBSRC,01/11/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
425,ZZSEECJW,01/11/2018,BLACK,M,OTHERS,2018
426,ZZSEHSWZ,01/03/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018
427,ZZREWWRR,01/11/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
428,ZZHBJWSS,01/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
429,ZZRHLZEZ,01/11/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
430,ZZRLCCRW,01/11/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
431,ZZHSSBZH,01/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
432,ZZSREBCZ,01/11/2018,HISPANIC,M,OTHERS,2018
433,ZZSEHLRB,01/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
434,ZZHJBEER,01/11/2018,BLACK,F,OTHERS,2018
435,ZZSRHBCC,01/11/2018,WHITE,M,OTHERS,2018
436,ZZRSLHBB,01/11/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
437,ZZHCZHHC,01/11/2018,BLACK,M,OTHERS,2018
438,ZZRSRWCZ,01/11/2018,HISPANIC,M,OTHERS,2018
439,ZZHCRZBL,01/11/2018,HISPANIC,M,OTHERS,2018
440,ZZHJWWZW,01/11/2018,WHITE,M,OTHERS,2018
441,ZZSRSZWH,01/11/2018,HISPANIC,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
442,ZZSRSZES,01/09/2018,WHITE,F,OTHERS,2018
443,ZZRCCJSR,01/11/2018,HISPANIC,M,OTHERS,2018
444,ZZSRECJR,01/11/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
445,ZZSRSZLW,01/11/2018,BLACK,M,OTHERS,2018
446,ZZSERSWW,01/11/2018,WHITE,F,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
447,ZZSZLHCH,01/11/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
448,ZZHSLBCC,01/11/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
449,ZZSEJELR,01/11/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
450,ZZSRSZCS,01/12/2018,WHITE,M,OTHERS,2018
451,ZZSESEER,01/12/2018,WHITE,F,OTHERS,2018
452,ZZHCJZRH,01/12/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
453,ZZSEBLJW,01/12/2018,BLACK,M,OTHERS,2018
454,ZZSRSZCJ,01/12/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
455,ZZSRSZBR,01/12/2018,ASIAN,M,OTHERS,2018
456,ZZHLWLJW,01/12/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
457,ZZSZCRRL,01/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
458,ZZSRSZJE,01/12/2018,HISPANIC,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
459,ZZHWHEEL,01/12/2018,BLACK,M,OTHERS,2018
460,ZZRLWCCZ,01/12/2018,BLACK,M,OTHERS,2018
461,ZZSRZWLC,01/12/2018,HISPANIC,M,OTHERS,2018
462,ZZRESHHJ,01/12/2018,HISPANIC,M,"BURGLARY, THIRD DEGREE                DF",2018
463,ZZSRSZBH,01/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
464,ZZHBCCEH,01/12/2018,HISPANIC,M,OTHERS,2018
465,ZZSRSZCC,01/12/2018,WHITE,M,OTHERS,2018
466,ZZRLZHRE,01/12/2018,HISPANIC,F,OTHERS,2018
467,ZZSZZLWW,01/12/2018,BLACK,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
468,ZZHCHJLW,01/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
469,ZZSRSZBC,01/12/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018
470,ZZHCJZZJ,01/12/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
471,ZZHBEEJH,01/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
472,ZZHLCRCZ,01/12/2018,HISPANIC,M,OTHERS,2018
473,ZZHLRZBZ,01/12/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
474,ZZRCWRBR,01/12/2018,HISPANIC,M,OTHERS,2018
475,ZZSRSZBS,01/12/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
476,ZZEHRCSZ,01/12/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018
477,ZZHCJSRB,01/12/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
478,ZZSRSZBE,01/12/2018,AMER IND,M,"ASSAULT, THIRD DEGREE                 AM",2018
479,ZZHZZJZZ,01/12/2018,WHITE,F,OTHERS,2018
480,ZZSRREEE,01/12/2018,BLACK,M,OTHERS,2018
481,ZZSRSZJZ,01/12/2018,BLACK,F,OTHERS,2018
482,ZZSZLJBB,01/12/2018,HISPANIC,M,VIOLATION OF PROBATION OR COND DISCHG,2018
483,ZZHEBCSC,01/12/2018,HISPANIC,M,OTHERS,2018
484,ZZZBBSCR,01/12/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018
485,ZZHHBCBJ,01/12/2018,BLACK,M,OTHERS,2018
486,ZZSRSZBZ,01/12/2018,WHITE,M,OTHERS,2018
487,ZZHWHZWW,01/12/2018,BLACK,M,OTHERS,2018
488,ZZSERWZR,01/12/2018,HISPANIC,M,OTHERS,2018
489,ZZHJERWB,01/12/2018,BLACK,M,OTHERS,2018
490,ZZSZHWZJ,01/12/2018,WHITE,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
491,ZZRRBZLS,01/12/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
492,ZZSRSZBB,01/12/2018,HISPANIC,M,OTHERS,2018
493,ZZSEEEZB,01/12/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
494,ZZSESRBE,01/12/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
495,ZZRJWZBC,01/12/2018,BLACK,M,OTHERS,2018
496,ZZSRSZJR,01/13/2018,WHITE,F,OTHERS,2018
497,ZZSRSZJH,01/13/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
498,ZZRCJZWB,01/13/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
499,ZZRJSLWS,01/14/2018,HISPANIC,M,OTHERS,2018
500,ZZSRSZJS,01/14/2018,WHITE,M,OTHERS,2018
501,ZZEJSELE,01/15/2018,BLACK,M,OTHERS,2018
502,ZZSRSEEB,01/16/2018,HISPANIC,M,OTHERS,2018
503,ZZSRSERL,01/16/2018,WHITE,M,OTHERS,2018
504,ZZSRSEEJ,01/16/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
505,ZZEZJHHS,01/16/2018,BLACK,M,OTHERS,2018
506,ZZSELWES,01/16/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018
507,ZZHHJZCZ,01/16/2018,BLACK,F,OTHERS,2018
508,ZZSRSEZC,01/16/2018,BLACK,M,OTHERS,2018
509,ZZHHCHEL,01/16/2018,WHITE,M,OTHERS,2018
510,ZZHHERHC,01/16/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
511,ZZERRHLC,01/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
512,ZZEWWRHZ,01/16/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
513,ZZRWZBJW,01/16/2018,HISPANIC,F,OTHERS,2018
514,ZZSRSERW,01/16/2018,BLACK,F,OTHERS,2018
515,ZZHWRSJE,01/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
516,ZZSRSEZZ,01/16/2018,WHITE,M,OTHERS,2018
517,ZZSRSERR,01/16/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
518,ZZHSSLHR,01/16/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
519,ZZHCCCSR,01/16/2018,BLACK,M,CRIMINAL POSSESSION OF A PISTOL       DF,2018
520,ZZSRSEZH,01/16/2018,WHITE,M,OTHERS,2018
521,ZZSEJHRJ,01/16/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
522,ZZHSLZEL,01/16/2018,BLACK,M,OTHERS,2018
523,ZZHRCCBJ,01/16/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
524,ZZHSSSJB,01/16/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
525,ZZSRSEZE,01/16/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
526,ZZHHCJZJ,01/16/2018,BLACK,F,OTHERS,2018
527,ZZSRSERH,01/16/2018,WHITE,F,OTHERS,2018
528,ZZSRHJCR,01/05/2018,BLACK,M,OTHERS,2018
529,ZZRLBSEJ,01/16/2018,BLACK,M,OTHERS,2018
530,ZZSRSERC,01/16/2018,HISPANIC,M,OTHERS,2018
531,ZZHLRSHS,01/16/2018,WHITE,M,OTHERS,2018
532,ZZSRZJSZ,01/16/2018,WHITE,F,OTHERS,2018
533,ZZRWJBBL,01/16/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
534,ZZSECRJS,01/16/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
535,ZZSRSERJ,01/16/2018,WHITE,F,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
536,ZZSZHWZE,01/16/2018,HISPANIC,M,OTHERS,2018
537,ZZSRELEC,01/16/2018,BLACK,M,OTHERS,2018
538,ZZHCCZZS,01/15/2018,WHITE,F,OTHERS,2018
539,ZZSEBZWR,01/16/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
540,ZZHBWESE,01/16/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
541,ZZHRLBBL,01/16/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
542,ZZSRSZJB,01/16/2018,WHITE,M,"ASSAULT, THIRD DEGREE                 AM",2018
543,ZZSRSEEC,01/16/2018,WHITE,M,"ASSAULT, FIRST DEGREE                 BF",2018
544,ZZHHJZLB,01/14/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
545,ZZSEHJLB,01/16/2018,HISPANIC,F,VIOLATION OF PROBATION OR COND DISCHG,2018
546,ZZHESJES,01/16/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
547,ZZHRRJHS,01/16/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
548,ZZHJWCER,01/16/2018,WHITE,M,OTHERS,2018
549,ZZRRHRLC,01/16/2018,BLACK,M,OTHERS,2018
550,ZZSRSERS,01/16/2018,BLACK,M,"BURGLARY, THIRD DEGREE                DF",2018
551,ZZSRZJRC,01/16/2018,WHITE,M,OTHERS,2018
552,ZZSRSEZW,01/16/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
553,ZZHJSSZZ,01/16/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
554,ZZHRRRSR,01/16/2018,WHITE,M,OTHERS,2018
555,ZZSRSEEL,01/16/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
556,ZZHJLESB,01/16/2018,HISPANIC,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
557,ZZSRSEES,01/16/2018,HISPANIC,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
558,ZZHBJZLL,01/16/2018,BLACK,M,OTHERS,2018
559,ZZHJHLLZ,01/16/2018,WHITE,F,OTHERS,2018
560,ZZSRSEEZ,01/16/2018,WHITE,M,OTHERS,2018
561,ZZHSWZWE,01/16/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
562,ZZSERCHH,01/16/2018,BLACK,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
563,ZZSRSEER,01/16/2018,WHITE,M,OTHERS,2018
564,ZZSEHHWR,01/16/2018,BLACK,M,OTHERS,2018
565,ZZSRSZJJ,01/16/2018,WHITE,F,INJURY OR RISK OF INJURY TO MINOR      F,2018
566,ZZSREZZR,01/16/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
567,ZZHCWELE,01/16/2018,WHITE,M,OTHERS,2018
568,ZZSRSEZB,01/16/2018,WHITE,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
569,ZZRSBWWH,01/16/2018,HISPANIC,M,"ASSAULT, THIRD DEGREE                 AM",2018
570,ZZHERRJE,01/16/2018,BLACK,M,OTHERS,2018
571,ZZRWELCJ,01/16/2018,BLACK,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
572,ZZZBLHLR,01/16/2018,BLACK,M,OTHERS,2018
573,ZZSRSEZL,01/16/2018,BLACK,M,OTHERS,2018
574,ZZSEJLWH,01/16/2018,BLACK,M,"ASSAULT, FIRST DEGREE                 BF",2018
575,ZZSZCRWC,01/16/2018,BLACK,M,OTHERS,2018
576,ZZSRECWB,01/16/2018,HISPANIC,M,OTHERS,2018
577,ZZRLWWWB,01/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
578,ZZSRSEEE,01/16/2018,WHITE,M,OTHERS,2018
579,ZZHBHCCB,01/16/2018,BLACK,M,OTHERS,2018
580,ZZRZHREL,01/16/2018,BLACK,M,OTHERS,2018
581,ZZSRSERB,01/16/2018,WHITE,M,OTHERS,2018
582,ZZHBHSWR,01/16/2018,HISPANIC,M,OTHERS,2018
583,ZZSRRECJ,01/16/2018,HISPANIC,M,OTHERS,2018
584,ZZHSCBSH,01/16/2018,WHITE,M,"ROBBERY, FIRST DEGREE                 BF",2018
585,ZZRJJHZJ,01/16/2018,HISPANIC,M,OTHERS,2018
586,ZZSEJBZB,01/16/2018,HISPANIC,M,OTHERS,2018
587,ZZEHEBEC,01/14/2018,WHITE,M,"FAILURE TO APPEAR, FIRST DEGREE       DF",2018
588,ZZSRSERZ,01/16/2018,HISPANIC,M,OTHERS,2018
589,ZZSRSERE,01/16/2018,HISPANIC,F,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
590,ZZHSJWRR,01/16/2018,HISPANIC,M,OTHERS,2018
591,ZZHCLELW,01/16/2018,WHITE,F,VIOLATION OF PROBATION OR COND DISCHG,2018
592,ZZHRLBWR,01/16/2018,BLACK,M,OTHERS,2018
593,ZZSRSEZR,01/16/2018,BLACK,F,OTHERS,2018
594,ZZRJLRER,01/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
595,ZZRBZBRZ,01/16/2018,WHITE,M,OTHERS,2018
596,ZZSRSEZJ,01/16/2018,HISPANIC,M,OTHERS,2018
597,ZZHBJJRR,01/16/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
598,ZZSECCRR,01/16/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
599,ZZSECHLH,01/16/2018,BLACK,M,VIOLATION OF PROBATION OR COND DISCHG,2018
600,ZZRSRBWC,01/16/2018,WHITE,F,OTHERS,2018
601,ZZRHZHHH,01/16/2018,BLACK,M,OTHERS,2018
602,ZZSELSBJ,01/17/2018,BLACK,M,OTHERS,2018
603,ZZHLHCHB,01/17/2018,BLACK,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
604,ZZRRRZLE,01/17/2018,WHITE,M,OTHERS,2018
605,ZZEELLSB,01/17/2018,WHITE,M,"FAILURE TO APPEAR, SECOND DEGREE      AM",2018
606,ZZHZLWSC,01/17/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
607,ZZRLHEHH,01/17/2018,BLACK,M,OTHERS,2018
608,ZZHJRHBW,01/17/2018,HISPANIC,M,OTHERS,2018
609,ZZHBJJZH,01/17/2018,HISPANIC,M,OTHERS,2018
610,ZZRJBCEC,01/17/2018,WHITE,M,OTHERS,2018
611,ZZRCCLEE,01/17/2018,BLACK,M,OTHERS,2018
612,ZZSRSEEB,01/16/2018,HISPANIC,M,OTHERS,2018
613,ZZRCRCZE,01/17/2018,HISPANIC,M,OTHERS,2018
614,ZZRJCZWB,01/17/2018,BLACK,M,OTHERS,2018
615,ZZSRSESZ,01/17/2018,HISPANIC,F,OTHERS,2018
616,ZZRSCHEE,01/17/2018,WHITE,M,VIOLATION OF PROBATION OR COND DISCHG,2018
617,ZZHLBREH,01/17/2018,HISPANIC,M,INJURY OR RISK OF INJURY TO MINOR      F,2018
618,ZZSRHWBE,01/17/2018,BLACK,M,CRIM VIOL OF PROTECTIVE ORDER         DF,2018
619,ZZSRSESH,01/17/2018,BLACK,M,"ASSAULT, THIRD DEGREE                 AM",2018
620,ZZSEEBHW,01/17/2018,HISPANIC,M,OTHERS,2018
621,ZZSRSEHS,01/17/2018,BLACK,M,OTHERS,2018
622,ZZSRSEHR,01/17/2018,WHITE,M,OTHERS,2018
623,ZZRJZHHL,01/17/2018,WHITE,M,OTHERS,2018
624,ZZHLCBLL,01/17/2018,BLACK,M,OTHERS,2018
625,ZZSEZZCL,01/17/2018,HISPANIC,F,OTHERS,2018
626,ZZSRSEHH,01/17/2018,BLACK,M,"ROBBERY, FIRST DEGREE                 BF",2018
627,ZZHJBSZS,01/17/2018,HISPANIC,M,"ASSAULT, FIRST DEGREE                 BF",2018
628,ZZSEJSZJ,01/17/2018,WHITE,F,OTHERS,2018
629,ZZSRSESR,01/17/2018,WHITE,F,"ASSAULT, FIRST DEGREE                 BF",2018
630,ZZSRSEHC,01/17/2018,BLACK,M,OTHERS,2018
